Country,Year,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day
China,1996,104821576,586677120,950669376,1162565888,1198862336,1216663040,1217549952,1217549952
China,1999,119686320,577944128,917656704,1166849280,1221159296,1249592192,1252530944,1252734976
China,2002,91849336,472329760,801569088,1115046016,1213334912,1269114112,1277010560,1279471488
China,2005,22930174,290135136,640445888,1025009856,1179016320,1281842048,1296588032,1301047936
China,2008,15154920,228737520,531331040,918556224,1118063232,1284480384,1309937280,1317622272
China,2010,0,178977648,448428448,833707328,1053275072,1276207104,1314538880,1326163328
China,2011,0,133861088,380543456,789371712,1024308864,1274354816,1318678656,1332077568
China,2012,0,112617096,329735552,730688000,976392960,1265800448,1321268608,1338129664
China,2013,0,36562340,215663312,641657280,915812416,1248966016,1321105920,1343784704
China,2014,0,23920394,177606784,577457536,862646208,1235614976,1321811328,1349000448
China,2015,0,7785998,137049632,520367136,815545728,1222691072,1321489792,1352867584
China,2016,0,1122773,108064424,473186528,771731072,1204629504,1317984512,1355070208
China,2017,0,0,96256800,444903648,740270080,1188593280,1313751808,1356055424
China,2018,0,0,69406112,391029536,688189760,1165828096,1307077248,1356157440
China,2019,0,0,34797940,346139040,645308352,1146384896,1299990656,1354259328
China,2020,0,0,13895711,350489888,671217792,1183449984,1321440640,1366618752
China,2021,0,0,667126,240576272,537029056,1117776640,1295603328,1355483648
China (rural),1981,470454240,769092992,793935232,793935232,793935232,793935232,793935232,793935232
China (rural),1984,257174272,715196544,790647680,806618752,806618752,806618752,806618752,806618752
China (rural),1987,187357440,643504960,783167040,817544832,821058944,821058944,821058944,821058944
China (rural),1990,215885920,698919616,804065216,828656576,832355712,834426496,834768896,834877440
China (rural),1993,182535360,681265920,803412928,830716352,834684928,835478592,835478592,835478592
China (rural),1996,104821584,513248544,731164736,808390336,820990464,828069760,828956736,828956736
China (rural),1999,119686328,511180096,716167808,793619584,806895360,814516544,815764992,815968960
China (rural),2002,91849328,432448736,651909504,754709824,774073024,785449728,787334016,787964800
China (rural),2005,22930178,266979200,526007776,694761920,727456128,745635392,748467968,749352192
China (rural),2008,15154920,224958496,449881600,631818560,675109184,701233728,705489856,706899136
China (rural),2010,0,178977648,389124096,584952896,637156672,669894400,675314496,677107584
China (rural),2011,0,133861080,332123264,555593408,618243776,655932608,661830208,663740608
China (rural),2012,0,112617096,292232256,519772224,593354496,640560768,648150912,650613440
China (rural),2013,0,36562344,172684688,440451968,554949504,626075712,636157888,639251712
China (rural),2014,0,23920394,137605024,392440032,523010752,609863360,622055744,625745472
China (rural),2015,0,7785998,108875024,351051488,492138944,593246336,607590272,611888576
China (rural),2016,0,1122773,90482304,316537952,463591232,576673088,592842240,597645504
China (rural),2017,0,0,78777080,288929504,435313664,558465536,576949184,582472576
China (rural),2018,0,0,57059280,243954496,396022816,539765440,561562368,567951296
China (rural),2019,0,0,34280060,210921552,364821408,521626848,545966528,553057216
China (rural),2020,0,0,13895710,203591472,360847584,509912160,532244352,538754048
China (rural),2021,0,0,667127,134664256,283285248,481633568,514020992,523037792
China (urban),1981,10507361,143080064,195780832,199949792,199949792,199949792,199949792,199949792
China (urban),1984,0,126604240,220125536,230206256,230206256,230206256,230206256,230206256
China (urban),1987,0,86979328,228292144,262699920,262976048,262976048,262976048,262976048
China (urban),1990,7729265,117983104,248065888,295050816,300165632,300165632,300165632,300165632
China (urban),1993,0,91406072,235278384,325017664,337775808,342961408,342961408,342961408
China (urban),1996,0,73428584,219504672,354175552,377871968,388593248,388593248,388593248
China (urban),1999,0,66764060,201488912,373229696,414263872,435075744,436766048,436766048
China (urban),2002,0,39881008,149659568,360336192,439261824,483664256,489676384,491506624
China (urban),2005,0,23155944,114438152,330248000,451560288,536206720,548120064,551695744
China (urban),2008,0,3779030,81449496,286737728,442954080,583246720,604447488,610723264
China (urban),2010,0,0,59304392,248754464,416118464,606312704,639224448,649055808
China (urban),2011,0,0,48420168,233778320,406064992,618422144,656848448,668336960
China (urban),2012,0,0,37503312,210915824,383038496,625239808,673117824,687516288
China (urban),2013,0,0,42978636,201205344,360863008,622890304,684948096,704533120
China (urban),2014,0,0,40001772,185017504,339635424,625751552,699755584,723254976
China (urban),2015,0,0,28174600,169315648,323406752,629444608,713899520,740979008
China (urban),2016,0,0,17582116,156648544,308139808,627956416,725142272,757424704
China (urban),2017,0,0,17479718,155974112,304956352,630127680,736802496,773582720
China (urban),2018,0,0,12346837,147075056,292167008,626062656,745514944,788206144
China (urban),2019,0,0,517880,135217504,280486944,624757952,754024128,801202048
China (urban),2020,0,0,0,146898368,310370176,673537728,789196288,827864704
China (urban),2021,0,0,0,105912024,253743872,636143168,781582272,832445888
Colombia,1992,1393836,3243728,8102413,18392378,24124750,30147600,31852170,32757744
Colombia,1996,3116476,6437695,12518079,22532584,27785054,33399698,34814496,35480120
Colombia,1999,4007185,8239555,14723090,24809668,29861008,35193608,36707856,37417920
Colombia,2000,4007032,6861440,13037501,23333222,28954878,35302824,36932044,37811204
Colombia,2001,3787016,8364060,15723426,26702594,31811884,36747028,38143496,38715720
Colombia,2002,1432167,5735618,12508826,23328520,28895910,36155720,38081200,38946604
Colombia,2003,1380937,5339568,12043497,23801366,29988882,36849112,38784752,39681960
Colombia,2004,1034300,5000941,12004041,23883940,29942364,37072052,39173028,40039460
Colombia,2005,1072711,4533185,10823322,22598210,29281354,37124264,39510984,40534172
Colombia,2008,1482201,4830818,10542515,21251678,28020274,37309248,40293380,41584016
Colombia,2009,1167000,4255112,9850357,20940956,27906790,37731604,40827580,42122860
Colombia,2010,941505,3712740,8966949,19978760,27169794,37403780,40789312,42276680
Colombia,2011,769010,3093760,8126618,18870302,26334276,37377436,41060552,42611144
Colombia,2012,825035,3074343,7681929,18210492,25787060,37397828,41377044,43057044
Colombia,2013,806439,2825924,7091753,17396472,25045906,37253616,41433536,43234672
Colombia,2014,703866,2535258,6662280,16537291,24353036,36937452,41522060,43451040
Colombia,2015,632388,2320871,6119276,16301122,24309586,37446000,42124872,44080264
Colombia,2016,655548,2340116,6128804,16358987,24661676,38258740,42847176,44672512
Colombia,2017,590997,2098202,5859512,16296555,24906278,38830812,43522992,45428828
Colombia,2018,650319,2216606,6025464,16721821,25277230,39375040,44175604,46155192
Colombia,2019,732535,2652273,6883438,17467182,26017396,40099676,44885308,46909664
Colombia,2020,1994228,4767040,9835371,21508516,30129522,42415120,46485576,48150392
Colombia,2021,1189322,3778568,8469927,19977240,28342850,41106376,45466104,47600188
Colombia,2022,1007310,3131400,7285736,18044580,26634688,40190204,45097492,47402572
Colombia (urban),1980,1017235,3494502,6182490,10114953,12345628,15104357,15903363,16227537
Colombia (urban),1988,460334,3133015,6321296,11589328,14882999,19111476,20306762,20775236
Colombia (urban),1989,87017,3084791,6593430,12202582,15580587,19779630,20944330,21399680
Colombia (urban),1991,200621,2967884,6350508,12134765,15857653,20691870,22045942,22570768
Comoros,2004,8729,84999,216876,396866,477600,544573,556189,563189
Comoros,2014,30052,133230,282447,490242,595194,686982,703958,710145
Congo,2005,559763,1820028,2674245,3297262,3493496,3636012,3660019,3667250
Congo,2011,475550,1651431,2759707,3900568,4310146,4564470,4627417,4651614
Costa Rica,1981,249870,641673,1102333,1764998,2085636,2388756,2454238,2477562
Costa Rica,1986,148288,396506,815225,1806903,2408027,2847849,2847849,2847849
Costa Rica,1989,162502,324914,661926,1458602,2051315,2773057,2955313,3025646
Costa Rica,1990,158762,327823,657177,1441412,2023224,2832946,3022198,3095466
Costa Rica,1991,158820,402132,794627,1665533,2234574,2939443,3126639,3190084
Costa Rica,1992,146526,330260,703072,1595881,2198255,2999550,3196830,3257117
Costa Rica,1993,141408,290388,592918,1391580,2038199,2936661,3203938,3300968
Costa Rica,1994,113918,245673,512547,1276008,1924927,2925720,3224531,3340386
Costa Rica,1995,115070,255434,547561,1324351,2013903,3017882,3332689,3455066
Costa Rica,1996,129913,300576,643267,1511240,2166308,3132151,3411572,3530058
Costa Rica,1997,101690,251470,564653,1426203,2119839,3160110,3481348,3609881
Costa Rica,1998,77616,199639,452884,1283246,1970609,3089850,3471769,3637719
Costa Rica,1999,103249,266016,546719,1406823,2127229,3200912,3551405,3693190
Costa Rica,2000,105715,275630,587934,1436847,2139024,3285800,3642177,3782151
Costa Rica,2001,78205,206502,467271,1134575,1811897,2985280,3456322,3656389
Costa Rica,2002,78717,192744,433594,1145819,1814093,3041649,3515954,3713153
Costa Rica,2003,69384,197882,439714,1109013,1764852,3007478,3548155,3788735
Costa Rica,2004,60849,198328,418402,1187766,1904400,3161308,3667133,3908055
Costa Rica,2005,36174,143890,365060,1094495,1814611,3157737,3672176,3923530
Costa Rica,2006,44955,146137,361171,1098371,1854950,3220802,3728308,3955809
Costa Rica,2007,24474,80838,262978,902874,1633508,3124360,3684059,3963933
Costa Rica,2008,32837,108974,258248,899988,1641992,3091790,3691485,3986448
Costa Rica,2009,41475,113047,276375,885529,1573347,3018589,3658522,3965735
Costa Rica,2010,29297,68836,188553,721590,1430731,2949515,3640242,3966737
Costa Rica,2011,22917,81913,226230,769185,1421828,2909045,3618268,3982114
Costa Rica,2012,22471,79261,208172,736598,1379629,2882899,3598803,3981018
Costa Rica,2013,21213,78705,208344,749705,1355083,2880747,3550063,3974270
Costa Rica,2014,20685,72921,205959,733436,1402746,2938301,3691287,4072435
Costa Rica,2015,23173,77013,214711,723834,1360413,2969120,3726824,4111999
Costa Rica,2016,16783,66104,200537,702942,1340043,2915137,3696396,4127216
Costa Rica,2017,14369,58545,154113,641958,1290636,2929216,3719421,4139118
Costa Rica,2018,21544,75901,199567,699338,1319866,2960196,3771470,4199526
Costa Rica,2019,16404,53751,175994,695106,1381075,3023770,3819886,4231848
Costa Rica,2020,35239,117387,304858,1017947,1795675,3362096,4040740,4417338
Costa Rica,2021,17067,64022,191377,746431,1482193,3093764,3915392,4326883
Costa Rica,2022,14823,45947,172171,728015,1431493,3148572,3939049,4364642
Costa Rica,2023,9341,46004,158633,660544,1304986,2966010,3819694,4302905
Cote d'Ivoire,1985,163148,822279,2390311,5550558,7392232,9234855,9681008,9824687
Cote d'Ivoire,1986,11295,458530,2464464,6454886,8237502,9904728,10184265,10269774
Cote d'Ivoire,1987,61757,1011694,3444424,7389549,8986307,10325571,10542721,10655890
Cote d'Ivoire,1988,120699,1503937,4617288,8562326,10136105,11018013,11098828,11166442
Cote d'Ivoire,1992,566241,3547552,7257888,11056880,12287917,13007138,13089421,13101411
Cote d'Ivoire,1995,290576,3704518,7997028,12401841,13202162,14099666,14216850,14267921
Cote d'Ivoire,1998,684499,4815550,10227043,13866094,14868332,15771195,15823131,15848982
Cote d'Ivoire,2008,1756597,6967603,12733318,17522204,19022768,20030820,20167982,20223292
Cote d'Ivoire,2015,1640862,7892434,14909934,20740206,22340284,23369802,23536050,23571638
Cote d'Ivoire,2018,111966,2969961,10255678,19525460,22867226,25367250,25703620,25771686
Cote d'Ivoire,2021,73947,2724318,10741947,21384954,25140824,27567458,27859108,27960196
Croatia,1988,0,0,0,0,219025,1957338,3858470,4454964
Croatia,2009,29145,36921,69343,220732,531521,2015236,3163021,3786548
Croatia,2010,37207,51968,92882,285372,618072,2228048,3330205,3882313
Croatia,2011,13246,26768,78077,319534,681221,2296302,3423538,3900307
Croatia,2012,18359,33603,87152,344463,766416,2450784,3496099,3930226
Croatia,2013,15093,31018,86142,330487,765115,2489056,3556555,3972703
Croatia,2014,19732,41613,72712,281617,670794,2313596,3417127,3912064
Croatia,2015,14246,25004,53091,244990,581129,2094061,3300731,3846516
Croatia,2016,13422,25714,52205,196582,490524,1847541,3081902,3696932
Croatia,2017,12025,21330,45659,171466,423116,1668671,2926846,3591898
Croatia,2018,9154,17886,30377,112079,300664,1442324,2726158,3440114
Croatia,2019,8041,10567,24883,96874,246188,1237117,2485238,3314380
Croatia,2020,6273,12707,30304,85942,232250,1172191,2352844,3162792
Croatia,2021,8456,11947,15483,68518,156138,958484,2084075,2912476
Cyprus,2004,483,958,1343,2728,5956,88043,328722,552355
Cyprus,2005,66,66,561,1062,4006,58084,287715,511242
Cyprus,2006,0,192,330,462,1114,45627,234786,446865
Cyprus,2007,270,270,270,1020,1312,55977,244303,466676
Cyprus,2008,93,93,93,323,457,54154,260854,488249
Cyprus,2009,1012,1244,1314,1942,4244,68727,267930,511915
Cyprus,2010,250,414,1104,2343,6175,60197,241318,501664
Cyprus,2011,47,92,367,1955,6680,71120,269991,526308
Cyprus,2012,0,49,240,683,5060,104651,344033,600272
Cyprus,2013,256,1132,2206,3171,10900,136759,442227,671751
Cyprus,2014,776,922,1868,4422,18630,171934,468221,701252
Cyprus,2015,0,318,1076,1518,11095,152124,429601,675780
Cyprus,2016,189,493,1087,1621,9835,121326,394030,652571
Cyprus,2017,28,397,620,875,3559,107891,336805,612773
Cyprus,2018,201,201,987,2096,7461,81026,309679,570113
Cyprus,2019,1890,1890,2735,4183,8163,69380,283488,533687
Cyprus,2020,106,156,787,2430,3289,66280,264809,544509
Cyprus,2021,0,66,710,1138,2186,59304,248915,500599
Czechia,1992,0,0,0,77014,567417,7274930,9725687,10112530
Czechia,1993,0,0,0,0,739204,6767501,9190266,9833195
Czechia,1996,0,0,25676,153523,567251,5131047,8587354,9644578
Czechia,2002,0,0,0,76158,483436,3900101,7876376,9202418
Czechia,2004,0,0,2910,131253,517896,3340090,7340658,9004062
Czechia,2005,235,504,5901,80985,375684,3057634,7257106,8943093
Czechia,2006,364,6738,7754,82290,384842,2653900,6691848,8687488
Czechia,2007,4152,11937,18694,70426,247771,2203246,6274825,8458614
Czechia,2008,2120,3404,12756,51047,241583,2008482,6160894,8505078
Czechia,2009,0,1257,6273,84497,292006,2013082,5903838,8377204
Czechia,2010,0,3789,12780,91915,263091,2069695,5947078,8340514
Czechia,2011,2524,4835,10172,80524,275076,2089535,5877078,8402520
Czechia,2012,3385,3385,14527,91814,246928,2222534,6114580,8531662
Czechia,2013,1675,4804,5934,74301,288851,2151622,6064152,8568759
Czechia,2014,0,0,6784,86191,265341,1930105,5852920,8410571
Czechia,2015,924,924,2338,46592,235378,1728402,5348206,8113774
Czechia,2016,0,0,8433,75645,176341,1428910,5026379,7879804
Czechia,2017,0,0,12582,54310,110029,1216023,4660572,7578378
Czechia,2018,442,942,5188,25404,96635,1019170,4152552,7230821
Czechia,2019,0,0,0,29113,114450,866499,3733937,6824093
Czechia,2020,0,871,1808,45347,150574,922263,3603150,6821456
Czechia,2021,0,6288,8655,27606,101995,793563,2963110,6096564
Democratic Republic of Congo,2004,37728316,51550456,54988588,56191832,56283800,56355844,56358016,56359436
Democratic Republic of Congo,2012,21125330,50163652,63158928,70081048,71323168,71913040,71958960,71968824
Democratic Republic of Congo,2020,36559440,73300160,85497616,90688512,91876992,92688384,92723712,92813184
Denmark,1987,25502,25502,38353,63854,89557,255417,947976,2178679
Denmark,1992,25544,25544,38618,51692,77437,257854,904703,2184522
Denmark,1995,0,0,12946,12946,12946,130793,719576,1988672
Denmark,2000,0,0,0,13347,13347,120122,627366,1762005
Denmark,2003,10672,18504,19884,22250,37596,192457,783432,2021755
Denmark,2004,11771,17023,17898,21925,35786,182409,716344,1866807
Denmark,2005,5400,13811,15074,25051,45607,176346,705264,1795788
Denmark,2006,0,7477,11771,18765,40712,157381,638854,1726418
Denmark,2007,0,760,18886,31313,54962,159799,610466,1629778
Denmark,2008,2404,6219,20031,42406,47395,164820,616571,1644819
Denmark,2009,6695,27327,35189,56910,76626,223600,681978,1648770
Denmark,2010,0,3178,7683,13207,25387,139586,603062,1522316
Denmark,2011,0,0,0,35108,59085,166691,614048,1624488
Denmark,2012,0,0,0,24534,73618,173413,629513,1672130
Denmark,2013,13620,17458,17458,36043,60217,179142,652187,1612812
Denmark,2014,6581,11434,13732,38740,69381,205144,606242,1547249
Denmark,2015,9970,9970,14531,23990,33773,157750,579062,1517852
Denmark,2016,11716,15946,17177,30899,34390,156960,593738,1445907
Denmark,2017,6296,8123,9862,14543,15581,148758,590790,1447424
Denmark,2018,8395,9856,13124,14997,25914,123286,540403,1349142
Denmark,2019,13689,14618,19531,22703,31490,125778,485544,1308379
Denmark,2020,7321,9621,13939,21127,38145,127578,461414,1193175
Denmark,2021,8535,9001,9001,15501,21111,114031,486462,1173003
Djibouti,2002,26036,177927,407522,651403,731353,778836,785121,787452
